John Brunner_author_The Infinitive of Go	[https://en.wikipedia.org/wiki/The_Infinitive_of_Go]
Paul Biya_office_Cameroon	[https://en.wikipedia.org/wiki/Camair-Co, https://en.wikipedia.org/wiki/Bangou,_Cameroon, https://en.wikipedia.org/wiki/Ahmadou_Ahidjo, https://en.wikipedia.org/wiki/Saleh_Kebzabo, https://en.wikipedia.org/wiki/Prime_Minister_of_Cameroon, https://en.wikipedia.org/wiki/National_Anti-Corruption_Observatory, https://en.wikipedia.org/wiki/Lom_Pangar_Dam, https://en.wikipedia.org/wiki/Mohamadou_Bayero_Fadil, https://en.wikipedia.org/wiki/Sangmélima, https://en.wikipedia.org/wiki/Roger_Milla, https://en.wikipedia.org/wiki/Social_Democratic_Front_(Cameroon), https://en.wikipedia.org/wiki/Philémon_Yang, https://en.wikipedia.org/wiki/Grégoire_Owona, https://en.wikipedia.org/wiki/Ephraïm_Inoni, https://en.wikipedia.org/wiki/Media_of_Cameroon, https://en.wikipedia.org/wiki/Jean-Jacques_Ekindi, https://en.wikipedia.org/wiki/Léon_Ashkenazi, https://en.wikipedia.org/wiki/Bakassi, https://en.wikipedia.org/wiki/Cameroon, https://en.wikipedia.org/wiki/Adamawa_Region, https://en.wikipedia.org/wiki/North_Region_(Cameroon), https://en.wikipedia.org/wiki/Jeanne-Irène_Biya, https://en.wikipedia.org/wiki/President_of_Cameroon, https://en.wikipedia.org/wiki/Adolphe_Moudiki, https://en.wikipedia.org/wiki/Séraphin_Magloire_Fouda, https://en.wikipedia.org/wiki/Decree_number_2004/320, https://en.wikipedia.org/wiki/Cameroonian_presidential_election,_2004, https://en.wikipedia.org/wiki/Ferdinand_Oyono, https://en.wikipedia.org/wiki/May_1975, https://en.wikipedia.org/wiki/Dominant-party_system, https://en.wikipedia.org/wiki/Adamou_Ndam_Njoya, https://en.wikipedia.org/wiki/Issa_Tchiroma, https://en.wikipedia.org/wiki/Cameroonian_presidential_election,_2018, https://en.wikipedia.org/wiki/Luc_Ayang, https://en.wikipedia.org/wiki/Paul_Pondi, https://en.wikipedia.org/wiki/Jean-Baptiste_Beleoken, https://en.wikipedia.org/wiki/Dominique_Awono_Essama, https://en.wikipedia.org/wiki/Laurent_Esso, https://en.wikipedia.org/wiki/Augustin_Kontchou_Kouomegni, https://en.wikipedia.org/wiki/Cameroonian_presidential_election,_1992, https://en.wikipedia.org/wiki/Nzo_Ekangaki, https://en.wikipedia.org/wiki/Jean-Bernard_Ndongo_Essomba, https://en.wikipedia.org/wiki/Elvis_Ngolle_Ngolle, https://en.wikipedia.org/wiki/Paul_Biya, https://en.wikipedia.org/wiki/Jean_Nkuete, https://en.wikipedia.org/wiki/History_of_Cameroon, https://en.wikipedia.org/wiki/Hamadou_Moustapha, https://en.wikipedia.org/wiki/René_Sadi, https://en.wikipedia.org/wiki/Léonard-Claude_Mpouma, https://en.wikipedia.org/wiki/South_Region_(Cameroon), https://en.wikipedia.org/wiki/List_of_state_leaders_in_the_21st_century, https://en.wikipedia.org/wiki/Constitution_of_Cameroon, https://en.wikipedia.org/wiki/Centre_Region_(Cameroon), https://en.wikipedia.org/wiki/West_Region_(Cameroon), https://en.wikipedia.org/wiki/Greentree_Agreement, https://en.wikipedia.org/wiki/Dakolé_Daïssala, https://en.wikipedia.org/wiki/Félix_Sabal_Lecco_(politician), https://en.wikipedia.org/wiki/List_of_political_parties_in_Cameroon, https://en.wikipedia.org/wiki/Cavayé_Yéguié_Djibril, https://en.wikipedia.org/wiki/Senate_(Cameroon), https://en.wikipedia.org/wiki/National_Assembly_(Cameroon), https://en.wikipedia.org/wiki/Menchum_River, https://en.wikipedia.org/wiki/1984_Cameroonian_coup_attempt, https://en.wikipedia.org/wiki/Ousmane_Mey, https://en.wikipedia.org/wiki/Southern_Cameroons_National_Council, https://en.wikipedia.org/wiki/Theatre_of_Cameroon, https://en.wikipedia.org/wiki/Anglophone_problem_(Cameroon), https://en.wikipedia.org/wiki/International_reactions_to_the_2011_military_intervention_in_Libya, https://en.wikipedia.org/wiki/Peter_Mafany_Musonge, https://en.wikipedia.org/wiki/Hamadjoda_Adjoudji, https://en.wikipedia.org/wiki/Simon_Achidi_Achu, https://en.wikipedia.org/wiki/Pierre_Hélé, https://en.wikipedia.org/wiki/Issa_Hayatou, https://en.wikipedia.org/wiki/Augustin_Frédéric_Kodock, https://en.wikipedia.org/wiki/Bello_Bouba_Maigari, https://en.wikipedia.org/wiki/Mbalmayo, https://en.wikipedia.org/wiki/Manhasset,_New_York, https://en.wikipedia.org/wiki/2007–08_world_food_price_crisis, https://en.wikipedia.org/wiki/2005_in_Africa]
Hendrik Lorentz_award_Nobel Prize in Physics	[https://en.wikipedia.org/wiki/Lorentz_Medal, https://en.wikipedia.org/wiki/Delft_University_of_Technology, https://en.wikipedia.org/wiki/Ernst_Gehrcke, https://en.wikipedia.org/wiki/Leiden_University, https://en.wikipedia.org/wiki/Henri_Poincaré, https://en.wikipedia.org/wiki/List_of_orphans_and_foundlings, https://en.wikipedia.org/wiki/History_of_the_Netherlands]
Backbone Entertainment_foundationPlace_Vancouver	[]
The Right Stuff (film)_starring_Corbin Bleu	[]
Warren G. Harding_deathPlace_San Francisco	[]
Ben Gordon_team_Philadelphia 76ers	[https://en.wikipedia.org/wiki/2004–05_NBA_season, https://en.wikipedia.org/wiki/Charlotte_Hornets, https://en.wikipedia.org/wiki/2009–10_NBA_season, https://en.wikipedia.org/wiki/History_of_the_Charlotte_Hornets]
Laisenia Qarase_office_Yemen	[]
George Minot_award_Nobel Prize in Physics	[https://en.wikipedia.org/wiki/1950_in_science, https://en.wikipedia.org/wiki/1934_in_science, https://en.wikipedia.org/wiki/Matilda_effect, https://en.wikipedia.org/wiki/December_1934, https://en.wikipedia.org/wiki/List_of_Americans_of_English_descent, https://en.wikipedia.org/wiki/Johns_Hopkins_University]
Abdul Qadir Bajamal_office_Lithuania	[]
The Aristocats_starring_Dean Clark (actor)	[]
Benjamin Franklin_deathPlace_Philadelphia	[]
Barry B. Longyear_author_Sea of Glass	[https://en.wikipedia.org/wiki/Sea_of_Glass]
Kaspersky Lab_foundationPlace_Moscow	[]
Austin Powers: The Spy Who Shagged Me_starring_Heather Graham	[https://en.wikipedia.org/wiki/26th_Saturn_Awards, https://en.wikipedia.org/wiki/6th_Blockbuster_Entertainment_Awards, https://en.wikipedia.org/wiki/Suzanne_Todd, https://en.wikipedia.org/wiki/1999_in_film, https://en.wikipedia.org/wiki/White_bikini_of_Ursula_Andress]
Bill Ransom_author_Broken Angels	[]
Rogue Wave Software_foundationPlace_Melbourne	[]
Douglas Adams_deathPlace_Santa Barbara, California	[]
S3 Group_foundationPlace_Dublin	[]
Gerald Wallace_team_San Antonio Spurs	[https://en.wikipedia.org/wiki/2009–10_NBA_season]
Raymond Poincaré_office_Japan	[https://en.wikipedia.org/wiki/Aristide_Briand]
Zauber S.A._foundationPlace_Buenos Aires	[]
Camp Rock_starring_Jasmine Richards	[https://en.wikipedia.org/wiki/Iroquois_Ridge_High_School]
Pablo Neruda_award_Nobel Prize in Literature	[https://en.wikipedia.org/wiki/Ernesto_Cardenal, https://en.wikipedia.org/wiki/1971_in_literature, https://en.wikipedia.org/wiki/Jorge_Enrique_Adoum, https://en.wikipedia.org/wiki/Clementina_Suárez, https://en.wikipedia.org/wiki/New_Directions_Publishing, https://en.wikipedia.org/wiki/Latin_American_literature, https://en.wikipedia.org/wiki/Struga_Poetry_Evenings, https://en.wikipedia.org/wiki/1971_in_poetry, https://en.wikipedia.org/wiki/Farrar,_Straus_and_Giroux, https://en.wikipedia.org/wiki/Casa_de_las_Américas_Prize, https://en.wikipedia.org/wiki/Parral,_Chile, https://en.wikipedia.org/wiki/Four_greats_of_Chilean_poetry, https://en.wikipedia.org/wiki/Chilean_literature, https://en.wikipedia.org/wiki/Struga, https://en.wikipedia.org/wiki/Immigration_and_Nationality_Act_of_1952, https://en.wikipedia.org/wiki/Grandes_Chilenos_de_Nuestra_Historia, https://en.wikipedia.org/wiki/Nicanor_Parra, https://en.wikipedia.org/wiki/Barney_Rosset, https://en.wikipedia.org/wiki/Oscar_Gonzáles_(writer), https://en.wikipedia.org/wiki/1923_in_poetry, https://en.wikipedia.org/wiki/Chile, https://en.wikipedia.org/wiki/List_of_Chileans, https://en.wikipedia.org/wiki/List_of_years_in_poetry, https://en.wikipedia.org/wiki/El_Quisco, https://en.wikipedia.org/wiki/One_Hundred_Years_of_Solitude, https://en.wikipedia.org/wiki/List_of_poets]
Tyson Chandler_team_Dallas Mavericks	[https://en.wikipedia.org/wiki/Ahmad_Nivins, https://en.wikipedia.org/wiki/2011_NBA_Finals, https://en.wikipedia.org/wiki/Samuel_Dalembert, https://en.wikipedia.org/wiki/2011–12_NBA_season, https://en.wikipedia.org/wiki/Eduardo_Nájera, https://en.wikipedia.org/wiki/2010–11_NBA_season, https://en.wikipedia.org/wiki/Alexis_Ajinça, https://en.wikipedia.org/wiki/Georgios_Printezis, https://en.wikipedia.org/wiki/Erick_Dampier, https://en.wikipedia.org/wiki/José_Calderón_(basketball), https://en.wikipedia.org/wiki/2006–07_Dallas_Mavericks_season, https://en.wikipedia.org/wiki/Peja_Stojaković, https://en.wikipedia.org/wiki/2016–17_Phoenix_Suns_season, https://en.wikipedia.org/wiki/Dirk_Nowitzki, https://en.wikipedia.org/wiki/Antonio_Davis, https://en.wikipedia.org/wiki/NBA_Finals, https://en.wikipedia.org/wiki/2015–16_Phoenix_Suns_season, https://en.wikipedia.org/wiki/History_of_the_New_York_Knicks, https://en.wikipedia.org/wiki/Toronto_Raptors, https://en.wikipedia.org/wiki/New_York_Knicks]
Dayton Ward_author_Summon the Thunder	[]
Brian McFadden_spouse_Kelly McGillis	[]
J. G. Ballard_author_Castle Roogna	[]
2012 (film)_starring_Gary Dubin	[]
2012 (film)_starring_Chiwetel Ejiofor	[https://en.wikipedia.org/wiki/12_Years_a_Slave_(film), https://en.wikipedia.org/wiki/Paul_Trijbits, https://en.wikipedia.org/wiki/Caldecot_Chubb, https://en.wikipedia.org/wiki/Dominic_Hoffman, https://en.wikipedia.org/wiki/Rufus_Norris, https://en.wikipedia.org/wiki/Twelve_Years_a_Slave]
Gregory Benford_author_A Deepness in the Sky	[]
Ian Stewart_author_The Infinitive of Go	[]
Kevin Garnett_team_Toronto Raptors	[https://en.wikipedia.org/wiki/2000–01_NBA_season, https://en.wikipedia.org/wiki/2007_NBA_Europe_Live_Tour, https://en.wikipedia.org/wiki/2006–07_NBA_season, https://en.wikipedia.org/wiki/1999–2000_NBA_season, https://en.wikipedia.org/wiki/1995–96_NBA_season, https://en.wikipedia.org/wiki/2003–04_NBA_season, https://en.wikipedia.org/wiki/2005–06_NBA_season, https://en.wikipedia.org/wiki/2007–08_Toronto_Raptors_season, https://en.wikipedia.org/wiki/1998–99_NBA_season, https://en.wikipedia.org/wiki/NBA_2K, https://en.wikipedia.org/wiki/2007–08_Boston_Celtics_season, https://en.wikipedia.org/wiki/2008_NBA_All-Star_Game, https://en.wikipedia.org/wiki/2010–11_Boston_Celtics_season]
Oscar Wilde_birthPlace_Dublin	[https://en.wikipedia.org/wiki/Culture_of_Ireland, https://en.wikipedia.org/wiki/Pieter_Jacobs_(playwright), https://en.wikipedia.org/wiki/1954_in_Ireland]
Penn Central Transportation Company_subsidiary_New York, New Haven and Hartford Railroad	[https://en.wikipedia.org/wiki/List_of_railroad_bankruptcies_in_North_America, https://en.wikipedia.org/wiki/Timeline_of_Class_I_railroads_(1930–76)]
Frédéric Passy_award_Nobel Prize in Literature	[https://en.wikipedia.org/wiki/December_1901, https://en.wikipedia.org/wiki/Nobel_Prize]
Russell Hoban_author_Amnesia Moon	[]
Andrew Jackson_deathPlace_Nashville, Tennessee	[]
Paul Simon_birthPlace_Newark, New Jersey	[]
Frank Sinatra_birthPlace_Hoboken, New Jersey	[https://en.wikipedia.org/wiki/Hoboken,_New_Jersey]
William Henry Bragg_award_Nobel Prize in Physics	[https://en.wikipedia.org/wiki/William_Lawrence_Bragg, https://en.wikipedia.org/wiki/School_of_Physics_and_Astronomy,_University_of_Manchester, https://en.wikipedia.org/wiki/William_Henry_Bragg, https://en.wikipedia.org/wiki/List_of_University_of_Leeds_people, https://en.wikipedia.org/wiki/Nobel_Prize_controversies, https://en.wikipedia.org/wiki/Charles_Todd_(pioneer), https://en.wikipedia.org/wiki/List_of_Nobel_laureates_affiliated_with_University_College_London, https://en.wikipedia.org/wiki/1942_in_science, https://en.wikipedia.org/wiki/Henry_Moseley, https://en.wikipedia.org/wiki/List_of_people_from_Adelaide, https://en.wikipedia.org/wiki/List_of_University_of_Manchester_people, https://en.wikipedia.org/wiki/Alice_Thomson, https://en.wikipedia.org/wiki/Torahiko_Terada, https://en.wikipedia.org/wiki/University_of_Leeds, https://en.wikipedia.org/wiki/1915_in_science, https://en.wikipedia.org/wiki/St_Peter's_College,_Adelaide, https://en.wikipedia.org/wiki/1862, https://en.wikipedia.org/wiki/J._J._Thomson, https://en.wikipedia.org/wiki/December_1915, https://en.wikipedia.org/wiki/Nikola_Tesla]
OpenLink Software_foundationPlace_England	[]
Gerald Wallace_team_Sacramento Kings	[https://en.wikipedia.org/wiki/2009–10_NBA_season, https://en.wikipedia.org/wiki/Jason_Terry, https://en.wikipedia.org/wiki/Kemba_Walker, https://en.wikipedia.org/wiki/Stephen_Jackson, https://en.wikipedia.org/wiki/Portland_Trail_Blazers, https://en.wikipedia.org/wiki/History_of_the_Portland_Trail_Blazers]
Camp Rock_starring_Anthony Michael Hall	[]
John Adams_deathPlace_Mississauga	[]
Francisco Franco_office_Finland	[https://en.wikipedia.org/wiki/Ariel_Bybee, https://en.wikipedia.org/wiki/Foreign_support_of_Finland_in_the_Winter_War, https://en.wikipedia.org/wiki/List_of_ethnic_enclaves_in_North_American_cities]
Keizō Obuchi_office_Netherlands	[https://en.wikipedia.org/wiki/List_of_war_apology_statements_issued_by_Japan]
Humphrey Bogart_deathPlace_San Francisco	[]
M. G. Ramachandran_deathPlace_Chennai	[]
Ahmed Zewail_award_Nobel Prize in Chemistry	[https://en.wikipedia.org/wiki/Reaction_dynamics, https://en.wikipedia.org/wiki/List_of_American_Chemical_Society_national_awards, https://en.wikipedia.org/wiki/African_immigration_to_the_United_States, https://en.wikipedia.org/wiki/List_of_California_Institute_of_Technology_people, https://en.wikipedia.org/wiki/List_of_University_of_Pennsylvania_people, https://en.wikipedia.org/wiki/Research_Corporation, https://en.wikipedia.org/wiki/Blaise_Pascal_Chair, https://en.wikipedia.org/wiki/Mark_Linz, https://en.wikipedia.org/wiki/List_of_chemists, https://en.wikipedia.org/wiki/Ahmed_Zewail, https://en.wikipedia.org/wiki/1946_in_science, https://en.wikipedia.org/wiki/Nobelity, https://en.wikipedia.org/wiki/Mohamed_ElBaradei]
Walt Whitman_deathPlace_Lancaster, Pennsylvania	[]
Superbad (film)_starring_Michael Cera	[https://en.wikipedia.org/wiki/Emma_Stone, https://en.wikipedia.org/wiki/Jonah_Hill, https://en.wikipedia.org/wiki/Juno_(film), https://en.wikipedia.org/wiki/Culver_City,_California]
Krstarica_foundationPlace_Menlo Park	[]
Julius Axelrod_award_Nobel Prize in Literature	[]
Temenos Group_foundationPlace_Kettering	[]
Last Action Hero_starring_Arnold Schwarzenegger	[https://en.wikipedia.org/wiki/Self-parody, https://en.wikipedia.org/wiki/Daniel_Beretta, https://en.wikipedia.org/wiki/The_Boy_Who_Knew_Too_Much_(The_Simpsons), https://en.wikipedia.org/wiki/Last_Action_Hero, https://en.wikipedia.org/wiki/Media_in_The_Simpsons, https://en.wikipedia.org/wiki/Art_Carney, https://en.wikipedia.org/wiki/What_the_Hell_Have_I, https://en.wikipedia.org/wiki/555_(telephone_number), https://en.wikipedia.org/wiki/Sharon_Stone, https://en.wikipedia.org/wiki/Screaming_Mimi_(film), https://en.wikipedia.org/wiki/1993_in_film, https://en.wikipedia.org/wiki/Pulp_Fiction, https://en.wikipedia.org/wiki/John_McTiernan]
Mary Doria Russell_author_The Sparrow	[https://en.wikipedia.org/wiki/The_Sparrow_(novel), https://en.wikipedia.org/wiki/Glenbard_East_High_School, https://en.wikipedia.org/wiki/Children_of_God_(novel), https://en.wikipedia.org/wiki/Meanings_of_minor_planet_names:_12001–13000]
Danger_foundationPlace_Palo Alto	[]
Johnny Cash_birthPlace_Kingsland, Arkansas	[https://en.wikipedia.org/wiki/Kingsland,_Arkansas]
Samantha Stosur_birthPlace_Brisbane	[https://en.wikipedia.org/wiki/Sport_in_Brisbane]
Scarlett Johansson_spouse_Ryan Reynolds	[]
Beck_birthPlace_Königsberg	[]
Saul Williams_spouse_Preity Zinta	[]
Om Shanti Om_starring_Michael Cera	[]
Hiroko Hatano_spouse_Michael Welch	[]
John Lennon_deathPlace_Los Angeles	[]
Tony Rothman_author_Darwin's Radio	[]
Heike Kamerlingh Onnes_award_Nobel Prize in Physics	[https://en.wikipedia.org/wiki/November_1913, https://en.wikipedia.org/wiki/James_Dewar, https://en.wikipedia.org/wiki/December_1913, https://en.wikipedia.org/wiki/Delft_University_of_Technology, https://en.wikipedia.org/wiki/Timeline_of_electromagnetic_theory]
G Data_foundationPlace_Bochum	[]
Eugenio Montale_award_Nobel Prize in Literature	[https://en.wikipedia.org/wiki/New_Directions_Publishing, https://en.wikipedia.org/wiki/Struga_Poetry_Evenings, https://en.wikipedia.org/wiki/Dario_Fo, https://en.wikipedia.org/wiki/Farrar,_Straus_and_Giroux, https://en.wikipedia.org/wiki/1984_in_poetry, https://en.wikipedia.org/wiki/1948_in_poetry, https://en.wikipedia.org/wiki/1981_in_literature, https://en.wikipedia.org/wiki/1975_in_poetry, https://en.wikipedia.org/wiki/Struga, https://en.wikipedia.org/wiki/Italian_poetry, https://en.wikipedia.org/wiki/Carlo_Bo, https://en.wikipedia.org/wiki/Maria_Luisa_Spaziani, https://en.wikipedia.org/wiki/Albert_Russo, https://en.wikipedia.org/wiki/Italian_literature]
A Hard Day's Night (film)_starring_Liz English	[]
The Right Stuff (film)_starring_Jane Dornacker	[]
Maria das Neves_office_France	[https://en.wikipedia.org/wiki/Committee_for_the_Prevention_of_Torture]
Codemasters_foundationPlace_Moscow	[]
Carlos Delfino_team_Charlotte Bobcats	[]
James Franck_award_Nobel Prize in Literature	[https://en.wikipedia.org/wiki/December_1925, https://en.wikipedia.org/wiki/List_of_Leipzig_University_people, https://en.wikipedia.org/wiki/Aqua_regia]
Shaquille O'Neal_birthPlace_Norfolk, Virginia	[]
Andrew Huxley_award_Nobel Prize in Physiology or Medicine	[https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist), https://en.wikipedia.org/wiki/Nobel_Prize_in_Physiology_or_Medicine, https://en.wikipedia.org/wiki/1917_in_science, https://en.wikipedia.org/wiki/List_of_Nobel_laureates_affiliated_with_University_College_London, https://en.wikipedia.org/wiki/1917_in_the_United_Kingdom, https://en.wikipedia.org/wiki/Marine_Biological_Association_of_the_United_Kingdom, https://en.wikipedia.org/wiki/Gilbert_Ling, https://en.wikipedia.org/wiki/Feinberg_School_of_Medicine, https://en.wikipedia.org/wiki/Alan_Lloyd_Hodgkin, https://en.wikipedia.org/wiki/Andrew_Huxley, https://en.wikipedia.org/wiki/1917, https://en.wikipedia.org/wiki/2012_in_science]
Svante Arrhenius_award_Nobel Prize in Literature	[https://en.wikipedia.org/wiki/Stockholm_University]
Kwame Brown_team_Charlotte Bobcats	[https://en.wikipedia.org/wiki/2005–06_Los_Angeles_Lakers_season]
Chris Kaman_team_New Orleans Hornets	[https://en.wikipedia.org/wiki/Chris_Kaman, https://en.wikipedia.org/wiki/Los_Angeles_Clippers, https://en.wikipedia.org/wiki/New_Orleans_Pelicans, https://en.wikipedia.org/wiki/History_of_the_New_Orleans_Pelicans]
Joaquim Rafael Branco_office_Finland	[]
Bob Dylan_birthPlace_Houston	[]
J. M. Coetzee_award_Nobel Prize in Physics	[https://en.wikipedia.org/wiki/University_of_Cape_Town]
Samuel R. Delany_author_Nova	[https://en.wikipedia.org/wiki/Syrinx, https://en.wikipedia.org/wiki/Roger_Zelazny, https://en.wikipedia.org/wiki/Nova_(novel), https://en.wikipedia.org/wiki/Binary_stars_in_fiction]
Ed Wood (film)_starring_Bill Murray	[https://en.wikipedia.org/wiki/Ed_Wood_(film)]
Pervasive Software_foundationPlace_Texas	[]
Thomas Mann_award_Nobel Prize in Physics	[https://en.wikipedia.org/wiki/List_of_University_of_Adelaide_people, https://en.wikipedia.org/wiki/Ludwig_Maximilian_University_of_Munich, https://en.wikipedia.org/wiki/List_of_University_of_Chicago_faculty]
Zach Randolph_team_Los Angeles Clippers	[https://en.wikipedia.org/wiki/Mardy_Collins, https://en.wikipedia.org/wiki/Quentin_Richardson, https://en.wikipedia.org/wiki/Memphis_Grizzlies, https://en.wikipedia.org/wiki/Los_Angeles_Clippers, https://en.wikipedia.org/wiki/2010–11_NBA_season, https://en.wikipedia.org/wiki/History_of_the_New_York_Knicks, https://en.wikipedia.org/wiki/2014_NBA_Playoffs, https://en.wikipedia.org/wiki/New_York_Knicks, https://en.wikipedia.org/wiki/2016–17_Phoenix_Suns_season]
Rihanna_spouse_Chris Brown	[https://en.wikipedia.org/wiki/TMZ, https://en.wikipedia.org/wiki/Alain_Whyte, https://en.wikipedia.org/wiki/Rihanna, https://en.wikipedia.org/wiki/Rated_R_(Rihanna_album)]
Billy Preston_deathPlace_Scottsdale, Arizona	[]
Steven Barnes_author_Beowulf's Children	[]
Art Technology Group_foundationPlace_Cambridge, Massachusetts	[]
Amazon.com_subsidiary_Alexa Internet	[https://en.wikipedia.org/wiki/Alexa_Internet, https://en.wikipedia.org/wiki/Alexa]
Intuit Inc._foundationPlace_Mountain View	[]
Ferdinand von Mueller_deathPlace_Melbourne	[]
